congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,41102,43,0.0,FL,200.0,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.184,-52.05559,0.92141,636,26,,0.517,-0.102
116,Senate,41903,43,0.0,FL,200.0,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.733,-0.079,-78.87094,0.88439,642,31,,0.547,0.065
116,Senate,29909,44,0.0,GA,200.0,,,"ISAKSON, Johnny",I000055,1944.0,2021.0,0.402,-0.011,-10.54373,0.96184,271,2,,0.336,0.153
116,Senate,41501,44,0.0,GA,200.0,,,"PERDUE, David Alfred, Jr.",P000612,1949.0,,0.562,-0.075,-38.26812,0.93689,587,19,,0.474,0.156
116,Senate,41904,44,0.0,GA,200.0,,,"LOEFFLER, Kelly",L000594,1970.0,,0.555,-0.203,-18.40266,0.9218,226,7,,0.556,-0.201
116,Senate,20713,82,0.0,HI,100.0,,,"HIRONO, Mazie",H001042,1947.0,,-0.512,-0.086,-88.6382,0.87252,650,44,,-0.575,-0.002
116,Senate,41112,82,0.0,HI,100.0,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.444,-0.135,-97.5534,0.85738,634,41,,-0.466,-0.111
116,Senate,29345,63,0.0,ID,200.0,,,"CRAPO, Michael Dean",C000880,1951.0,,0.505,0.291,-33.2183,0.9512,664,16,,0.492,0.65
116,Senate,40902,63,0.0,ID,200.0,,,"RISCH, James",R000584,1943.0,,0.551,0.382,-28.08436,0.95771,650,11,,0.573,0.636
116,Senate,15021,21,0.0,IL,100.0,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.339,-0.313,-130.29665,0.82011,657,67,,-0.287,-0.12
116,Senate,21325,21,0.0,IL,100.0,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.345,0.057,-95.6906,0.86232,646,36,,-0.376,0.208
116,Senate,21133,22,0.0,IN,200.0,,,"YOUNG, Todd",Y000064,1972.0,,0.444,-0.042,-67.59813,0.90194,655,31,,0.46,-0.329
116,Senate,41900,22,0.0,IN,200.0,,,"BRAUN, Michael",B001310,1954.0,,0.8,0.6,-61.55663,0.91133,663,29,,0.837,0.335
116,Senate,14226,31,0.0,IA,200.0,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.362,-0.034,-57.22195,0.91671,658,21,,0.491,0.026
116,Senate,41502,31,0.0,IA,200.0,,,"ERNST, Joni",E000295,1970.0,,0.536,-0.027,-57.75554,0.91572,656,24,,0.544,-0.139
116,Senate,14852,32,0.0,KS,200.0,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936.0,,0.413,-0.09,-23.41567,0.96396,638,2,,0.339,0.203
116,Senate,29722,32,0.0,KS,200.0,,,"MORAN, Jerry",M000934,1954.0,,0.413,0.222,-86.10212,0.86694,603,35,,0.452,-0.276
116,Senate,14921,51,0.0,KY,200.0,,,"MCCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.402,0.017,-63.46298,0.90937,668,16,,0.297,0.202
116,Senate,41104,51,0.0,KY,200.0,,,"PAUL, Rand",P000603,1963.0,,0.878,-0.479,-175.73562,0.74863,607,92,,0.878,-0.479
116,Senate,20919,45,0.0,LA,200.0,,,"CASSIDY, Bill",C001075,1957.0,,0.462,-0.052,-48.53972,0.92573,629,24,,0.504,-0.06
116,Senate,41703,45,0.0,LA,200.0,,,"KENNEDY, John Neely",K000393,1951.0,,0.558,-0.142,-81.49186,0.88301,655,43,,0.681,-0.043
116,Senate,41300,2,0.0,ME,328.0,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.169,-0.183,-83.53334,0.88245,668,33,,-0.167,-0.201
116,Senate,49703,2,0.0,ME,200.0,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.124,-0.506,-57.29718,0.9178,668,16,,0.139,-0.404
116,Senate,15408,52,0.0,MD,100.0,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.32,-0.224,-108.96699,0.84674,655,38,,-0.277,-0.113
116,Senate,20330,52,0.0,MD,100.0,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.399,-0.228,-103.1463,0.85672,667,39,,-0.38,-0.333
116,Senate,14435,3,0.0,MA,100.0,,,"MARKEY, Edward John",M000133,1946.0,,-0.517,-0.47,-65.52151,0.89606,597,22,,-0.625,-0.759
116,Senate,41301,3,0.0,MA,100.0,,,"WARREN, Elizabeth",W000817,1949.0,,-0.742,-0.367,-14.33031,0.9663,418,3,,-0.792,-0.434
116,Senate,20923,23,0.0,MI,100.0,,,"PETERS, Gary C.",P000595,1958.0,,-0.252,-0.178,-104.67073,0.85477,667,42,,-0.296,-0.027
116,Senate,29732,23,0.0,MI,100.0,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.343,-0.019,-114.85185,0.83502,637,58,,-0.397,-0.108
116,Senate,40700,33,0.0,MN,100.0,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.327,-152.47064,0.73072,486,82,,-0.476,-0.367
116,Senate,41706,33,0.0,MN,100.0,,,"SMITH, Tina",S001203,1958.0,,-0.411,-0.118,-82.8822,0.88232,662,35,,-0.413,-0.032
116,Senate,29534,46,0.0,MS,200.0,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.338,-27.91625,0.95901,667,8,,0.364,0.196
116,Senate,41707,46,0.0,MS,200.0,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.451,0.331,-25.33998,0.96211,656,9,,0.363,0.38
116,Senate,29735,34,0.0,MO,200.0,,,"BLUNT, Roy",B000575,1950.0,,0.398,0.18,-26.60674,0.96013,654,6,,0.341,0.156
116,Senate,41901,34,0.0,MO,200.0,,,"HAWLEY, Joshua David",H001089,1979.0,,0.823,-0.352,-107.27442,0.85082,664,37,,0.618,-0.383
116,Senate,21338,64,0.0,MT,200.0,,,"DAINES, Steve",D000618,1962.0,,0.588,-0.018,-65.87335,0.9046,657,26,,0.58,-0.214
116,Senate,40702,64,0.0,MT,100.0,,,"TESTER, Jon",T000464,1956.0,,-0.213,0.153,-88.218,0.87235,646,35,,-0.237,0.158
116,Senate,41302,35,0.0,NE,200.0,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.461,0.333,-25.11912,0.96169,643,8,,0.48,0.486
116,Senate,41503,35,0.0,NE,200.0,,,"SASSE, Benjamin Eric",S001197,1972.0,,0.669,-0.25,-41.30191,0.93788,644,15,,0.717,-0.012
116,Senate,21743,65,0.0,NV,100.0,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.286,0.313,-67.27828,0.90364,664,22,,-0.321,0.339
116,Senate,41700,65,0.0,NV,100.0,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.347,0.347,-63.05439,0.90941,664,24,,-0.354,0.337
116,Senate,40906,4,0.0,NH,100.0,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.217,-0.155,-79.79703,0.88628,661,30,,-0.216,-0.036
116,Senate,41702,4,0.0,NH,100.0,,,"HASSAN, Margaret Wood (Maggie)",H001076,1958.0,,-0.223,0.01,-76.06232,0.89238,668,28,,-0.214,0.006
116,Senate,29373,12,0.0,NJ,100.0,,,"MENENDEZ, Robert",M000639,1954.0,,-0.366,-0.126,-122.74105,0.83123,664,52,,-0.382,-0.125
116,Senate,41308,12,0.0,NJ,100.0,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.559,-0.249,-53.50105,0.87682,407,23,,-0.551,-0.382
116,Senate,20930,66,0.0,NM,100.0,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,0.001,-120.30958,0.82936,643,54,,-0.396,0.001
116,Senate,29924,66,0.0,NM,100.0,,,"UDALL, Thomas (Tom)",U000039,1948.0,,-0.453,0.161,-82.54995,0.88176,656,36,,-0.435,0.04
116,Senate,14858,13,0.0,NY,100.0,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.355,-0.411,-105.76321,0.85357,668,41,,-0.416,-0.387
116,Senate,20735,13,0.0,NY,100.0,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.447,-0.305,-126.2232,0.80011,566,68,,-0.654,-0.349
116,Senate,29548,47,0.0,NC,200.0,,,"BURR, Richard M.",B001135,1955.0,,0.435,-0.07,-25.13575,0.95773,582,5,,0.342,0.189
116,Senate,41504,47,0.0,NC,200.0,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.387,-0.117,-46.91603,0.92856,633,14,,0.426,0.202
116,Senate,21350,36,0.0,ND,200.0,,,"CRAMER, Kevin",C001096,1961.0,,0.401,0.365,-23.73119,0.9642,651,8,,0.373,0.247
116,Senate,41107,36,0.0,ND,200.0,,,"HOEVEN, John",H001061,1957.0,,0.403,0.447,-27.29876,0.9593,657,15,,0.371,0.274
116,Senate,29386,24,0.0,OH,200.0,,,"PORTMAN, Robert Jones (Rob)",P000449,1955.0,,0.371,-0.208,-28.7474,0.95732,659,6,,0.314,0.104
116,Senate,29389,24,0.0,OH,100.0,,,"BROWN, Sherrod",B000944,1952.0,,-0.425,-0.097,-136.01978,0.81299,657,59,,-0.374,-0.106
116,Senate,15424,53,0.0,OK,200.0,,,"INHOFE, James Mountain",I000024,1934.0,2024.0,0.552,0.045,-46.16816,0.93133,649,27,,0.617,-0.005
116,Senate,21166,53,0.0,OK,200.0,,,"LANKFORD, James",L000575,1968.0,,0.59,0.15,-33.42295,0.9512,668,14,,0.687,0.296
116,Senate,14871,72,0.0,OR,100.0,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.335,-0.486,-121.71985,0.83112,658,65,,-0.376,-0.627
116,Senate,40908,72,0.0,OR,100.0,,,"MERKLEY, Jeff",M001176,1956.0,,-0.454,-0.714,-77.57343,0.88958,663,27,,-0.409,-0.724
116,Senate,29935,14,0.0,PA,200.0,,,"TOOMEY, Patrick Joseph",T000461,1961.0,,0.624,-0.378,-63.42411,0.90579,641,28,,0.707,-0.107
116,Senate,40703,14,0.0,PA,100.0,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.166,-100.38484,0.86047,668,50,,-0.339,0.197
116,Senate,29142,5,0.0,RI,100.0,,,"REED, John F. (Jack)",R000122,1949.0,,-0.36,-0.154,-114.16762,0.84247,666,61,,-0.313,-0.075
116,Senate,40704,5,0.0,RI,100.0,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.341,-0.129,-126.39293,0.81395,614,49,,-0.291,0.019
116,Senate,21173,48,0.0,SC,200.0,,,"SCOTT, Tim",S001184,1965.0,,0.628,0.027,-41.63183,0.93905,662,19,,0.557,0.093
116,Senate,29566,48,0.0,SC,200.0,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.266,-30.69905,0.95302,638,11,,0.325,-0.006
116,Senate,29754,37,0.0,SD,200.0,,,"THUNE, John",T000250,1961.0,,0.431,0.231,-25.61325,0.96227,666,7,,0.394,0.28
116,Senate,41505,37,0.0,SD,200.0,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.354,0.083,-47.4081,0.92164,581,19,,0.437,0.389
116,Senate,20351,54,0.0,TN,200.0,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.142,-43.41437,0.93596,656,19,,0.695,0.164
116,Senate,40304,54,0.0,TN,200.0,,,"ALEXANDER, Lamar",A000360,1940.0,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0.0,TX,200.0,,,"CORNYN, John",C001056,1952.0,,0.471,-0.06,-37.83742,0.94436,661,17,,0.44,0.093
116,Senate,41304,49,0.0,TX,200.0,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.783,-0.185,-51.02053,0.92221,630,25,,0.88,-0.128
116,Senate,41110,67,0.0,UT,200.0,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-118.712,0.83493,658,71,,0.891,-0.454
116,Senate,41902,67,0.0,UT,200.0,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.286,0.294,-103.13902,0.85593,663,44,,0.39,0.705
116,Senate,14307,6,0.0,VT,100.0,,,"LEAHY, Patrick Joseph",L000174,1940.0,,-0.36,-0.121,-117.4496,0.83399,647,67,,-0.279,-0.04
116,Senate,29147,6,0.0,VT,328.0,,,"SANDERS, Bernard",S000033,1941.0,,-0.545,-0.427,-36.66108,0.88351,296,14,,-0.775,-0.467
116,Senate,40909,40,0.0,VA,100.0,,,"WARNER, Mark R.",W000805,1954.0,,-0.215,-0.031,-75.26685,0.89082,651,28,,-0.222,-0.019
116,Senate,41305,40,0.0,VA,100.0,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.234,-0.128,-87.32841,0.875,654,36,,-0.255,0.005
116,Senate,39310,73,0.0,WA,100.0,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.309,-0.401,-106.69627,0.85073,660,40,,-0.36,-0.36
116,Senate,49308,73,0.0,WA,100.0,,,"MURRAY, Patty",M001111,1950.0,,-0.357,-0.312,-85.32145,0.87334,630,33,,-0.4,-0.275
116,Senate,20146,56,0.0,WV,200.0,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.285,0.144,-23.38786,0.96361,631,6,,0.326,0.177
116,Senate,40915,56,0.0,WV,100.0,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-70.45262,0.89802,655,19,,-0.052,0.388
116,Senate,29940,25,0.0,WI,100.0,,,"BALDWIN, Tammy",B001230,1962.0,,-0.486,-0.122,-124.46294,0.82954,666,59,,-0.396,-0.001
116,Senate,41111,25,0.0,WI,200.0,,,"JOHNSON, Ron",J000293,1955.0,,0.647,-0.16,-46.06502,0.93087,643,24,,0.61,0.017
116,Senate,40707,68,0.0,WY,200.0,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.195,-30.89471,0.9548,668,16,,0.602,0.323
116,Senate,49706,68,0.0,WY,200.0,,,"ENZI, Michael B.",E000285,1944.0,2021.0,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
